run_uuid,key,value
52994ced1522440583fcd475c1af229f,seed,123
52994ced1522440583fcd475c1af229f,lambda_sex,0.3
52994ced1522440583fcd475c1af229f,lambda_form,0.2
52994ced1522440583fcd475c1af229f,num_params_M,27.53
52994ced1522440583fcd475c1af229f,inference_ms,17.52
58e1fc2c209d4360893e2774bc2f952b,architecture,swin_tiny
58e1fc2c209d4360893e2774bc2f952b,learning_rate,0.0001
58e1fc2c209d4360893e2774bc2f952b,batch_size,16
58e1fc2c209d4360893e2774bc2f952b,num_epochs,100
58e1fc2c209d4360893e2774bc2f952b,num_classes,10
58e1fc2c209d4360893e2774bc2f952b,preprocessing,seg_soft
58e1fc2c209d4360893e2774bc2f952b,training_mode,multi_task
58e1fc2c209d4360893e2774bc2f952b,seed,456
58e1fc2c209d4360893e2774bc2f952b,lambda_sex,0.3
58e1fc2c209d4360893e2774bc2f952b,lambda_form,0.2
58e1fc2c209d4360893e2774bc2f952b,num_params_M,27.53
58e1fc2c209d4360893e2774bc2f952b,inference_ms,13.05
9d137692fa1c41e6916a125a7d6e9723,architecture,vit_small
9d137692fa1c41e6916a125a7d6e9723,learning_rate,0.0001
9d137692fa1c41e6916a125a7d6e9723,batch_size,16
9d137692fa1c41e6916a125a7d6e9723,num_epochs,100
9d137692fa1c41e6916a125a7d6e9723,num_classes,10
9d137692fa1c41e6916a125a7d6e9723,preprocessing,full
9d137692fa1c41e6916a125a7d6e9723,training_mode,species_only
9d137692fa1c41e6916a125a7d6e9723,seed,42
9d137692fa1c41e6916a125a7d6e9723,lambda_sex,0.3
9d137692fa1c41e6916a125a7d6e9723,lambda_form,0.2
9d137692fa1c41e6916a125a7d6e9723,num_params_M,85.81
9d137692fa1c41e6916a125a7d6e9723,inference_ms,7.73
9e715e3fee4542a9b7099d80a5d7d524,architecture,vit_small
9e715e3fee4542a9b7099d80a5d7d524,learning_rate,0.0001
9e715e3fee4542a9b7099d80a5d7d524,batch_size,16
9e715e3fee4542a9b7099d80a5d7d524,num_epochs,100
9e715e3fee4542a9b7099d80a5d7d524,num_classes,10
9e715e3fee4542a9b7099d80a5d7d524,preprocessing,full
9e715e3fee4542a9b7099d80a5d7d524,training_mode,species_only
9e715e3fee4542a9b7099d80a5d7d524,seed,123
9e715e3fee4542a9b7099d80a5d7d524,lambda_sex,0.3
9e715e3fee4542a9b7099d80a5d7d524,lambda_form,0.2
9e715e3fee4542a9b7099d80a5d7d524,num_params_M,85.81
9e715e3fee4542a9b7099d80a5d7d524,inference_ms,7.62
9a25a832543444458d35ab37debc60ec,architecture,vit_small
9a25a832543444458d35ab37debc60ec,learning_rate,0.0001
9a25a832543444458d35ab37debc60ec,batch_size,16
9a25a832543444458d35ab37debc60ec,num_epochs,100
9a25a832543444458d35ab37debc60ec,num_classes,10
9a25a832543444458d35ab37debc60ec,preprocessing,full
9a25a832543444458d35ab37debc60ec,training_mode,species_only
9a25a832543444458d35ab37debc60ec,seed,456
9a25a832543444458d35ab37debc60ec,lambda_sex,0.3
9a25a832543444458d35ab37debc60ec,lambda_form,0.2
9a25a832543444458d35ab37debc60ec,num_params_M,85.81
9a25a832543444458d35ab37debc60ec,inference_ms,7.62
b522b86d59884b21b66ecf1d67a86a9c,architecture,vit_small
b522b86d59884b21b66ecf1d67a86a9c,learning_rate,0.0001
b522b86d59884b21b66ecf1d67a86a9c,batch_size,16
b522b86d59884b21b66ecf1d67a86a9c,num_epochs,100
b522b86d59884b21b66ecf1d67a86a9c,num_classes,10
b522b86d59884b21b66ecf1d67a86a9c,preprocessing,full
b522b86d59884b21b66ecf1d67a86a9c,training_mode,multi_task
b522b86d59884b21b66ecf1d67a86a9c,seed,42
b522b86d59884b21b66ecf1d67a86a9c,lambda_sex,0.3
b522b86d59884b21b66ecf1d67a86a9c,lambda_form,0.2
b522b86d59884b21b66ecf1d67a86a9c,num_params_M,85.81
b522b86d59884b21b66ecf1d67a86a9c,inference_ms,7.27
644609b997cb45b8a55673ab275ded7e,architecture,vit_small
644609b997cb45b8a55673ab275ded7e,learning_rate,0.0001
644609b997cb45b8a55673ab275ded7e,batch_size,16
644609b997cb45b8a55673ab275ded7e,num_epochs,100
644609b997cb45b8a55673ab275ded7e,num_classes,10
644609b997cb45b8a55673ab275ded7e,preprocessing,full
644609b997cb45b8a55673ab275ded7e,training_mode,multi_task
644609b997cb45b8a55673ab275ded7e,seed,123
644609b997cb45b8a55673ab275ded7e,lambda_sex,0.3
644609b997cb45b8a55673ab275ded7e,lambda_form,0.2
644609b997cb45b8a55673ab275ded7e,num_params_M,85.81
644609b997cb45b8a55673ab275ded7e,inference_ms,9.79
03724deb043e4a7eb6d884f2e0e5c453,architecture,vit_small
03724deb043e4a7eb6d884f2e0e5c453,learning_rate,0.0001
03724deb043e4a7eb6d884f2e0e5c453,batch_size,16
03724deb043e4a7eb6d884f2e0e5c453,num_epochs,100
03724deb043e4a7eb6d884f2e0e5c453,num_classes,10
03724deb043e4a7eb6d884f2e0e5c453,preprocessing,full
03724deb043e4a7eb6d884f2e0e5c453,training_mode,multi_task
03724deb043e4a7eb6d884f2e0e5c453,seed,456
03724deb043e4a7eb6d884f2e0e5c453,lambda_sex,0.3
03724deb043e4a7eb6d884f2e0e5c453,lambda_form,0.2
03724deb043e4a7eb6d884f2e0e5c453,num_params_M,85.81
03724deb043e4a7eb6d884f2e0e5c453,inference_ms,9.01
5903dfcb5d6f4e529832554006f069bd,architecture,vit_small
5903dfcb5d6f4e529832554006f069bd,learning_rate,0.0001
5903dfcb5d6f4e529832554006f069bd,batch_size,16
5903dfcb5d6f4e529832554006f069bd,num_epochs,100
5903dfcb5d6f4e529832554006f069bd,num_classes,10
5903dfcb5d6f4e529832554006f069bd,preprocessing,bbox
5903dfcb5d6f4e529832554006f069bd,training_mode,species_only
5903dfcb5d6f4e529832554006f069bd,seed,42
5903dfcb5d6f4e529832554006f069bd,lambda_sex,0.3
5903dfcb5d6f4e529832554006f069bd,lambda_form,0.2
5903dfcb5d6f4e529832554006f069bd,num_params_M,85.81
5903dfcb5d6f4e529832554006f069bd,inference_ms,8.43
b02f8f86d8fc4e9faf82c208e562ecf6,architecture,vit_small
b02f8f86d8fc4e9faf82c208e562ecf6,learning_rate,0.0001
b02f8f86d8fc4e9faf82c208e562ecf6,batch_size,16
b02f8f86d8fc4e9faf82c208e562ecf6,num_epochs,100
b02f8f86d8fc4e9faf82c208e562ecf6,num_classes,10
b02f8f86d8fc4e9faf82c208e562ecf6,preprocessing,bbox
b02f8f86d8fc4e9faf82c208e562ecf6,training_mode,species_only
b02f8f86d8fc4e9faf82c208e562ecf6,seed,123
b02f8f86d8fc4e9faf82c208e562ecf6,lambda_sex,0.3
b02f8f86d8fc4e9faf82c208e562ecf6,lambda_form,0.2
b02f8f86d8fc4e9faf82c208e562ecf6,num_params_M,85.81
b02f8f86d8fc4e9faf82c208e562ecf6,inference_ms,9.4
1cc8af961042486fb51e0f28262772eb,architecture,vit_small
1cc8af961042486fb51e0f28262772eb,learning_rate,0.0001
1cc8af961042486fb51e0f28262772eb,batch_size,16
1cc8af961042486fb51e0f28262772eb,num_epochs,100
1cc8af961042486fb51e0f28262772eb,num_classes,10
1cc8af961042486fb51e0f28262772eb,preprocessing,bbox
1cc8af961042486fb51e0f28262772eb,training_mode,species_only
1cc8af961042486fb51e0f28262772eb,seed,456
1cc8af961042486fb51e0f28262772eb,lambda_sex,0.3
1cc8af961042486fb51e0f28262772eb,lambda_form,0.2
1cc8af961042486fb51e0f28262772eb,num_params_M,85.81
1cc8af961042486fb51e0f28262772eb,inference_ms,8.52
3e39c09be40d47ba9dbbaf6c01ab4901,architecture,vit_small
3e39c09be40d47ba9dbbaf6c01ab4901,learning_rate,0.0001
3e39c09be40d47ba9dbbaf6c01ab4901,batch_size,16
3e39c09be40d47ba9dbbaf6c01ab4901,num_epochs,100
3e39c09be40d47ba9dbbaf6c01ab4901,num_classes,10
3e39c09be40d47ba9dbbaf6c01ab4901,preprocessing,bbox
3e39c09be40d47ba9dbbaf6c01ab4901,training_mode,multi_task
3e39c09be40d47ba9dbbaf6c01ab4901,seed,42
3e39c09be40d47ba9dbbaf6c01ab4901,lambda_sex,0.3
3e39c09be40d47ba9dbbaf6c01ab4901,lambda_form,0.2
3e39c09be40d47ba9dbbaf6c01ab4901,num_params_M,85.81
3e39c09be40d47ba9dbbaf6c01ab4901,inference_ms,9.91
4c790de2352845159177c1f684cda3e8,architecture,vit_small
4c790de2352845159177c1f684cda3e8,learning_rate,0.0001
4c790de2352845159177c1f684cda3e8,batch_size,16
4c790de2352845159177c1f684cda3e8,num_epochs,100
4c790de2352845159177c1f684cda3e8,num_classes,10
4c790de2352845159177c1f684cda3e8,preprocessing,bbox
4c790de2352845159177c1f684cda3e8,training_mode,multi_task
4c790de2352845159177c1f684cda3e8,seed,123
4c790de2352845159177c1f684cda3e8,lambda_sex,0.3
4c790de2352845159177c1f684cda3e8,lambda_form,0.2
4c790de2352845159177c1f684cda3e8,num_params_M,85.81
4c790de2352845159177c1f684cda3e8,inference_ms,7.98
e5a56c9e7204431abcee2c09780c3aed,architecture,vit_small
e5a56c9e7204431abcee2c09780c3aed,learning_rate,0.0001
e5a56c9e7204431abcee2c09780c3aed,batch_size,16
e5a56c9e7204431abcee2c09780c3aed,num_epochs,100
e5a56c9e7204431abcee2c09780c3aed,num_classes,10
e5a56c9e7204431abcee2c09780c3aed,preprocessing,bbox
e5a56c9e7204431abcee2c09780c3aed,training_mode,multi_task
e5a56c9e7204431abcee2c09780c3aed,seed,456
e5a56c9e7204431abcee2c09780c3aed,lambda_sex,0.3
e5a56c9e7204431abcee2c09780c3aed,lambda_form,0.2
e5a56c9e7204431abcee2c09780c3aed,num_params_M,85.81
e5a56c9e7204431abcee2c09780c3aed,inference_ms,15.86
aa7a2572c760480c8c555dd157dc7525,architecture,vit_small
aa7a2572c760480c8c555dd157dc7525,learning_rate,0.0001
aa7a2572c760480c8c555dd157dc7525,batch_size,16
aa7a2572c760480c8c555dd157dc7525,num_epochs,100
aa7a2572c760480c8c555dd157dc7525,num_classes,10
aa7a2572c760480c8c555dd157dc7525,preprocessing,seg_hard
aa7a2572c760480c8c555dd157dc7525,training_mode,species_only
aa7a2572c760480c8c555dd157dc7525,seed,42
aa7a2572c760480c8c555dd157dc7525,lambda_sex,0.3
aa7a2572c760480c8c555dd157dc7525,lambda_form,0.2
aa7a2572c760480c8c555dd157dc7525,num_params_M,85.81
aa7a2572c760480c8c555dd157dc7525,inference_ms,7.84
51b9735e71464d0b8d7b7af54dc7a249,architecture,vit_small
51b9735e71464d0b8d7b7af54dc7a249,learning_rate,0.0001
51b9735e71464d0b8d7b7af54dc7a249,batch_size,16
51b9735e71464d0b8d7b7af54dc7a249,num_epochs,100
51b9735e71464d0b8d7b7af54dc7a249,num_classes,10
51b9735e71464d0b8d7b7af54dc7a249,preprocessing,seg_hard
51b9735e71464d0b8d7b7af54dc7a249,training_mode,species_only
51b9735e71464d0b8d7b7af54dc7a249,seed,123
51b9735e71464d0b8d7b7af54dc7a249,lambda_sex,0.3
51b9735e71464d0b8d7b7af54dc7a249,lambda_form,0.2
51b9735e71464d0b8d7b7af54dc7a249,num_params_M,85.81
51b9735e71464d0b8d7b7af54dc7a249,inference_ms,8.9
153ee613eda94d50bf35475b59d636b7,architecture,vit_small
153ee613eda94d50bf35475b59d636b7,learning_rate,0.0001
153ee613eda94d50bf35475b59d636b7,batch_size,16
153ee613eda94d50bf35475b59d636b7,num_epochs,100
153ee613eda94d50bf35475b59d636b7,num_classes,10
153ee613eda94d50bf35475b59d636b7,preprocessing,seg_hard
153ee613eda94d50bf35475b59d636b7,training_mode,species_only
153ee613eda94d50bf35475b59d636b7,seed,456
153ee613eda94d50bf35475b59d636b7,lambda_sex,0.3
153ee613eda94d50bf35475b59d636b7,lambda_form,0.2
153ee613eda94d50bf35475b59d636b7,num_params_M,85.81
153ee613eda94d50bf35475b59d636b7,inference_ms,9.97
4eb938a1671040e088e697beb901dc8d,architecture,vit_small
4eb938a1671040e088e697beb901dc8d,learning_rate,0.0001
4eb938a1671040e088e697beb901dc8d,batch_size,16
4eb938a1671040e088e697beb901dc8d,num_epochs,100
4eb938a1671040e088e697beb901dc8d,num_classes,10
4eb938a1671040e088e697beb901dc8d,preprocessing,seg_hard
4eb938a1671040e088e697beb901dc8d,training_mode,multi_task
4eb938a1671040e088e697beb901dc8d,seed,42
4eb938a1671040e088e697beb901dc8d,lambda_sex,0.3
4eb938a1671040e088e697beb901dc8d,lambda_form,0.2
4eb938a1671040e088e697beb901dc8d,num_params_M,85.81
4eb938a1671040e088e697beb901dc8d,inference_ms,8.4
afe9fba553c24edd8b081b40c076fdea,architecture,vit_small
afe9fba553c24edd8b081b40c076fdea,learning_rate,0.0001
afe9fba553c24edd8b081b40c076fdea,batch_size,16
afe9fba553c24edd8b081b40c076fdea,num_epochs,100
afe9fba553c24edd8b081b40c076fdea,num_classes,10
afe9fba553c24edd8b081b40c076fdea,preprocessing,seg_hard
afe9fba553c24edd8b081b40c076fdea,training_mode,multi_task
afe9fba553c24edd8b081b40c076fdea,seed,123
afe9fba553c24edd8b081b40c076fdea,lambda_sex,0.3
afe9fba553c24edd8b081b40c076fdea,lambda_form,0.2
afe9fba553c24edd8b081b40c076fdea,num_params_M,85.81
afe9fba553c24edd8b081b40c076fdea,inference_ms,8.56
4e2d91560f8e492e80a2021ade6410a1,architecture,vit_small
4e2d91560f8e492e80a2021ade6410a1,learning_rate,0.0001
4e2d91560f8e492e80a2021ade6410a1,batch_size,16
4e2d91560f8e492e80a2021ade6410a1,num_epochs,100
4e2d91560f8e492e80a2021ade6410a1,num_classes,10
4e2d91560f8e492e80a2021ade6410a1,preprocessing,seg_hard
4e2d91560f8e492e80a2021ade6410a1,training_mode,multi_task
4e2d91560f8e492e80a2021ade6410a1,seed,456
4e2d91560f8e492e80a2021ade6410a1,lambda_sex,0.3
4e2d91560f8e492e80a2021ade6410a1,lambda_form,0.2
4e2d91560f8e492e80a2021ade6410a1,num_params_M,85.81
4e2d91560f8e492e80a2021ade6410a1,inference_ms,9.98
693d9d7b90de44178f4ca991eee08984,architecture,vit_small
693d9d7b90de44178f4ca991eee08984,learning_rate,0.0001
693d9d7b90de44178f4ca991eee08984,batch_size,16
693d9d7b90de44178f4ca991eee08984,num_epochs,100
693d9d7b90de44178f4ca991eee08984,num_classes,10
693d9d7b90de44178f4ca991eee08984,preprocessing,seg_soft
693d9d7b90de44178f4ca991eee08984,training_mode,species_only
693d9d7b90de44178f4ca991eee08984,seed,42
693d9d7b90de44178f4ca991eee08984,lambda_sex,0.3
693d9d7b90de44178f4ca991eee08984,lambda_form,0.2
693d9d7b90de44178f4ca991eee08984,num_params_M,85.81
693d9d7b90de44178f4ca991eee08984,inference_ms,13.51
e0177d7f3ef44c968a4a4b6436a26b47,architecture,vit_small
e0177d7f3ef44c968a4a4b6436a26b47,learning_rate,0.0001
e0177d7f3ef44c968a4a4b6436a26b47,batch_size,16
e0177d7f3ef44c968a4a4b6436a26b47,num_epochs,100
e0177d7f3ef44c968a4a4b6436a26b47,num_classes,10
e0177d7f3ef44c968a4a4b6436a26b47,preprocessing,seg_soft
e0177d7f3ef44c968a4a4b6436a26b47,training_mode,species_only
e0177d7f3ef44c968a4a4b6436a26b47,seed,123
e0177d7f3ef44c968a4a4b6436a26b47,lambda_sex,0.3
e0177d7f3ef44c968a4a4b6436a26b47,lambda_form,0.2
e0177d7f3ef44c968a4a4b6436a26b47,num_params_M,85.81
e0177d7f3ef44c968a4a4b6436a26b47,inference_ms,9.2
6e928d6ebb2f43b59158f7f8084f925f,architecture,vit_small
6e928d6ebb2f43b59158f7f8084f925f,learning_rate,0.0001
6e928d6ebb2f43b59158f7f8084f925f,batch_size,16
6e928d6ebb2f43b59158f7f8084f925f,num_epochs,100
6e928d6ebb2f43b59158f7f8084f925f,num_classes,10
6e928d6ebb2f43b59158f7f8084f925f,preprocessing,seg_soft
6e928d6ebb2f43b59158f7f8084f925f,training_mode,species_only
6e928d6ebb2f43b59158f7f8084f925f,seed,456
6e928d6ebb2f43b59158f7f8084f925f,lambda_sex,0.3
6e928d6ebb2f43b59158f7f8084f925f,lambda_form,0.2
6e928d6ebb2f43b59158f7f8084f925f,num_params_M,85.81
6e928d6ebb2f43b59158f7f8084f925f,inference_ms,8.27
4f13ea33313c4fa182f652592e6e851d,architecture,vit_small
4f13ea33313c4fa182f652592e6e851d,learning_rate,0.0001
4f13ea33313c4fa182f652592e6e851d,batch_size,16
4f13ea33313c4fa182f652592e6e851d,num_epochs,100
4f13ea33313c4fa182f652592e6e851d,num_classes,10
4f13ea33313c4fa182f652592e6e851d,preprocessing,seg_soft
4f13ea33313c4fa182f652592e6e851d,training_mode,multi_task
4f13ea33313c4fa182f652592e6e851d,seed,42
4f13ea33313c4fa182f652592e6e851d,lambda_sex,0.3
4f13ea33313c4fa182f652592e6e851d,lambda_form,0.2
4f13ea33313c4fa182f652592e6e851d,num_params_M,85.81
4f13ea33313c4fa182f652592e6e851d,inference_ms,8.73
21c1e2e288664df8894139304ded8fb8,architecture,vit_small
21c1e2e288664df8894139304ded8fb8,learning_rate,0.0001
21c1e2e288664df8894139304ded8fb8,batch_size,16
21c1e2e288664df8894139304ded8fb8,num_epochs,100
21c1e2e288664df8894139304ded8fb8,num_classes,10
21c1e2e288664df8894139304ded8fb8,preprocessing,seg_soft
21c1e2e288664df8894139304ded8fb8,training_mode,multi_task
21c1e2e288664df8894139304ded8fb8,seed,123
21c1e2e288664df8894139304ded8fb8,lambda_sex,0.3
21c1e2e288664df8894139304ded8fb8,lambda_form,0.2
21c1e2e288664df8894139304ded8fb8,num_params_M,85.81
21c1e2e288664df8894139304ded8fb8,inference_ms,8.53
b34b8e991ce842fa891b516ae8eae317,architecture,vit_small
b34b8e991ce842fa891b516ae8eae317,learning_rate,0.0001
b34b8e991ce842fa891b516ae8eae317,batch_size,16
b34b8e991ce842fa891b516ae8eae317,num_epochs,100
b34b8e991ce842fa891b516ae8eae317,num_classes,10
b34b8e991ce842fa891b516ae8eae317,preprocessing,seg_soft
b34b8e991ce842fa891b516ae8eae317,training_mode,multi_task
b34b8e991ce842fa891b516ae8eae317,seed,456
b34b8e991ce842fa891b516ae8eae317,lambda_sex,0.3
b34b8e991ce842fa891b516ae8eae317,lambda_form,0.2
b34b8e991ce842fa891b516ae8eae317,num_params_M,85.81
b34b8e991ce842fa891b516ae8eae317,inference_ms,8.1
fb258c7e99484e4c9078fd82523a5193,architecture,dinov2_vits14
fb258c7e99484e4c9078fd82523a5193,learning_rate,1e-05
fb258c7e99484e4c9078fd82523a5193,batch_size,16
fb258c7e99484e4c9078fd82523a5193,num_epochs,100
fb258c7e99484e4c9078fd82523a5193,num_classes,10
fb258c7e99484e4c9078fd82523a5193,preprocessing,full
fb258c7e99484e4c9078fd82523a5193,training_mode,species_only
fb258c7e99484e4c9078fd82523a5193,seed,42
fb258c7e99484e4c9078fd82523a5193,lambda_sex,0.3
fb258c7e99484e4c9078fd82523a5193,lambda_form,0.2
fb258c7e99484e4c9078fd82523a5193,num_params_M,22.06
fb258c7e99484e4c9078fd82523a5193,inference_ms,85.21
5dafc0f5e15e4ea4920a87ddb0de1432,architecture,dinov2_vits14
5dafc0f5e15e4ea4920a87ddb0de1432,learning_rate,1e-05
5dafc0f5e15e4ea4920a87ddb0de1432,batch_size,16
5dafc0f5e15e4ea4920a87ddb0de1432,num_epochs,100
5dafc0f5e15e4ea4920a87ddb0de1432,num_classes,10
5dafc0f5e15e4ea4920a87ddb0de1432,preprocessing,full
5dafc0f5e15e4ea4920a87ddb0de1432,training_mode,species_only
5dafc0f5e15e4ea4920a87ddb0de1432,seed,123
5dafc0f5e15e4ea4920a87ddb0de1432,lambda_sex,0.3
5dafc0f5e15e4ea4920a87ddb0de1432,lambda_form,0.2
5dafc0f5e15e4ea4920a87ddb0de1432,num_params_M,22.06
5dafc0f5e15e4ea4920a87ddb0de1432,inference_ms,16.75
7cad8b80b3c84359bc28e1b8a45b96fc,architecture,dinov2_vits14
7cad8b80b3c84359bc28e1b8a45b96fc,learning_rate,1e-05
7cad8b80b3c84359bc28e1b8a45b96fc,batch_size,16
7cad8b80b3c84359bc28e1b8a45b96fc,num_epochs,100
7cad8b80b3c84359bc28e1b8a45b96fc,num_classes,10
7cad8b80b3c84359bc28e1b8a45b96fc,preprocessing,full
7cad8b80b3c84359bc28e1b8a45b96fc,training_mode,species_only
7cad8b80b3c84359bc28e1b8a45b96fc,seed,456
7cad8b80b3c84359bc28e1b8a45b96fc,lambda_sex,0.3
7cad8b80b3c84359bc28e1b8a45b96fc,lambda_form,0.2
7cad8b80b3c84359bc28e1b8a45b96fc,num_params_M,22.06
7cad8b80b3c84359bc28e1b8a45b96fc,inference_ms,16.7
a828ea9ea09b4408bdba5def1d1f934b,architecture,dinov2_vits14
a828ea9ea09b4408bdba5def1d1f934b,learning_rate,1e-05
a828ea9ea09b4408bdba5def1d1f934b,batch_size,16
a828ea9ea09b4408bdba5def1d1f934b,num_epochs,100
a828ea9ea09b4408bdba5def1d1f934b,num_classes,10
a828ea9ea09b4408bdba5def1d1f934b,preprocessing,full
a828ea9ea09b4408bdba5def1d1f934b,training_mode,multi_task
a828ea9ea09b4408bdba5def1d1f934b,seed,42
a828ea9ea09b4408bdba5def1d1f934b,lambda_sex,0.3
a828ea9ea09b4408bdba5def1d1f934b,lambda_form,0.2
a828ea9ea09b4408bdba5def1d1f934b,num_params_M,22.06
a828ea9ea09b4408bdba5def1d1f934b,inference_ms,16.91
960ce4d919624534b46380a362d38e37,architecture,dinov2_vits14
960ce4d919624534b46380a362d38e37,learning_rate,1e-05
960ce4d919624534b46380a362d38e37,batch_size,16
960ce4d919624534b46380a362d38e37,num_epochs,100
960ce4d919624534b46380a362d38e37,num_classes,10
960ce4d919624534b46380a362d38e37,preprocessing,full
960ce4d919624534b46380a362d38e37,training_mode,multi_task
960ce4d919624534b46380a362d38e37,seed,123
960ce4d919624534b46380a362d38e37,lambda_sex,0.3
960ce4d919624534b46380a362d38e37,lambda_form,0.2
960ce4d919624534b46380a362d38e37,num_params_M,22.06
960ce4d919624534b46380a362d38e37,inference_ms,17.32
16ddb3f9cf72481fab841ecfa3d44055,architecture,dinov2_vits14
16ddb3f9cf72481fab841ecfa3d44055,learning_rate,1e-05
16ddb3f9cf72481fab841ecfa3d44055,batch_size,16
16ddb3f9cf72481fab841ecfa3d44055,num_epochs,100
16ddb3f9cf72481fab841ecfa3d44055,num_classes,10
16ddb3f9cf72481fab841ecfa3d44055,preprocessing,full
16ddb3f9cf72481fab841ecfa3d44055,training_mode,multi_task
16ddb3f9cf72481fab841ecfa3d44055,seed,456
16ddb3f9cf72481fab841ecfa3d44055,lambda_sex,0.3
16ddb3f9cf72481fab841ecfa3d44055,lambda_form,0.2
16ddb3f9cf72481fab841ecfa3d44055,num_params_M,22.06
16ddb3f9cf72481fab841ecfa3d44055,inference_ms,17.02
93a8815d3dc74b548f37cebef4a1a129,architecture,dinov2_vits14
93a8815d3dc74b548f37cebef4a1a129,learning_rate,1e-05
93a8815d3dc74b548f37cebef4a1a129,batch_size,16
93a8815d3dc74b548f37cebef4a1a129,num_epochs,100
93a8815d3dc74b548f37cebef4a1a129,num_classes,10
93a8815d3dc74b548f37cebef4a1a129,preprocessing,bbox
93a8815d3dc74b548f37cebef4a1a129,training_mode,species_only
93a8815d3dc74b548f37cebef4a1a129,seed,42
93a8815d3dc74b548f37cebef4a1a129,lambda_sex,0.3
93a8815d3dc74b548f37cebef4a1a129,lambda_form,0.2
93a8815d3dc74b548f37cebef4a1a129,num_params_M,22.06
93a8815d3dc74b548f37cebef4a1a129,inference_ms,16.85
f4026cebab3a4eecaf7a1a124c909242,architecture,dinov2_vits14
f4026cebab3a4eecaf7a1a124c909242,learning_rate,1e-05
f4026cebab3a4eecaf7a1a124c909242,batch_size,16
f4026cebab3a4eecaf7a1a124c909242,num_epochs,100
f4026cebab3a4eecaf7a1a124c909242,num_classes,10
f4026cebab3a4eecaf7a1a124c909242,preprocessing,bbox
f4026cebab3a4eecaf7a1a124c909242,training_mode,species_only
f4026cebab3a4eecaf7a1a124c909242,seed,123
f4026cebab3a4eecaf7a1a124c909242,lambda_sex,0.3
f4026cebab3a4eecaf7a1a124c909242,lambda_form,0.2
f4026cebab3a4eecaf7a1a124c909242,num_params_M,22.06
f4026cebab3a4eecaf7a1a124c909242,inference_ms,17.06
16753ff1574049c48276c5d8a4a50371,architecture,dinov2_vits14
16753ff1574049c48276c5d8a4a50371,learning_rate,1e-05
16753ff1574049c48276c5d8a4a50371,batch_size,16
16753ff1574049c48276c5d8a4a50371,num_epochs,100
16753ff1574049c48276c5d8a4a50371,num_classes,10
16753ff1574049c48276c5d8a4a50371,preprocessing,bbox
16753ff1574049c48276c5d8a4a50371,training_mode,species_only
16753ff1574049c48276c5d8a4a50371,seed,456
16753ff1574049c48276c5d8a4a50371,lambda_sex,0.3
16753ff1574049c48276c5d8a4a50371,lambda_form,0.2
16753ff1574049c48276c5d8a4a50371,num_params_M,22.06
16753ff1574049c48276c5d8a4a50371,inference_ms,17.01
c7ab86dd22a244a9b6dd52906a00e908,architecture,dinov2_vits14
c7ab86dd22a244a9b6dd52906a00e908,learning_rate,1e-05
c7ab86dd22a244a9b6dd52906a00e908,batch_size,16
c7ab86dd22a244a9b6dd52906a00e908,num_epochs,100
c7ab86dd22a244a9b6dd52906a00e908,num_classes,10
c7ab86dd22a244a9b6dd52906a00e908,preprocessing,bbox
c7ab86dd22a244a9b6dd52906a00e908,training_mode,multi_task
c7ab86dd22a244a9b6dd52906a00e908,seed,42
c7ab86dd22a244a9b6dd52906a00e908,lambda_sex,0.3
c7ab86dd22a244a9b6dd52906a00e908,lambda_form,0.2
c7ab86dd22a244a9b6dd52906a00e908,num_params_M,22.06
c7ab86dd22a244a9b6dd52906a00e908,inference_ms,17.02
f76ffd109d264f23a755e7cd7c9141d0,architecture,dinov2_vits14
f76ffd109d264f23a755e7cd7c9141d0,learning_rate,1e-05
f76ffd109d264f23a755e7cd7c9141d0,batch_size,16
f76ffd109d264f23a755e7cd7c9141d0,num_epochs,100
f76ffd109d264f23a755e7cd7c9141d0,num_classes,10
f76ffd109d264f23a755e7cd7c9141d0,preprocessing,bbox
f76ffd109d264f23a755e7cd7c9141d0,training_mode,multi_task
f76ffd109d264f23a755e7cd7c9141d0,seed,123
f76ffd109d264f23a755e7cd7c9141d0,lambda_sex,0.3
f76ffd109d264f23a755e7cd7c9141d0,lambda_form,0.2
f76ffd109d264f23a755e7cd7c9141d0,num_params_M,22.06
f76ffd109d264f23a755e7cd7c9141d0,inference_ms,16.72
f5be26a26aa44c22b3180d0928117026,architecture,dinov2_vits14
f5be26a26aa44c22b3180d0928117026,learning_rate,1e-05
f5be26a26aa44c22b3180d0928117026,batch_size,16
f5be26a26aa44c22b3180d0928117026,num_epochs,100
f5be26a26aa44c22b3180d0928117026,num_classes,10
f5be26a26aa44c22b3180d0928117026,preprocessing,bbox
f5be26a26aa44c22b3180d0928117026,training_mode,multi_task
f5be26a26aa44c22b3180d0928117026,seed,456
f5be26a26aa44c22b3180d0928117026,lambda_sex,0.3
f5be26a26aa44c22b3180d0928117026,lambda_form,0.2
f5be26a26aa44c22b3180d0928117026,num_params_M,22.06
f5be26a26aa44c22b3180d0928117026,inference_ms,17.31
249f3cdda9214ac892646813e65d72df,architecture,dinov2_vits14
249f3cdda9214ac892646813e65d72df,learning_rate,1e-05
249f3cdda9214ac892646813e65d72df,batch_size,16
249f3cdda9214ac892646813e65d72df,num_epochs,100
249f3cdda9214ac892646813e65d72df,num_classes,10
